uid,get_then_use_coupon
12807364,0.00
14380232,0.00
11758798,0.00
1797327,0.00
14904533,0.00
3894488,0.00
13855964,0.00
224477,0.00
15428833,0.00
11234532,0.00
12807398,0.00
1089876,0.00
11758831,0.00
14904564,0.00
12283131,0.00
15428864,0.00
11833899,0.00
1797380,0.00
12807433,0.00
14380298,0.00
14380300,0.00
11758866,0.00
1697667,0.00
1273110,0.00
14904599,0.00
14904600,0.00
10710298,0.00
10710299,0.00
12283164,0.00
12283166,0.00
3894559,0.00
1273131,0.00
7040311,0.00
14904632,0.00
14904633,0.00
14994398,0.00
10710332,0.00
5467455,0.00
15428931,0.00
11234631,0.00
11234632,0.00
4943177,0.00
12807498,0.00
748877,0.00
10186064,0.00
12367800,0.00
6516053,0.00
14904666,0.00
10710365,0.00
10710366,0.00
2846049,0.00
13856099,0.00
911249,0.00
12807533,0.00
11758964,0.00
11758965,0.00
11758966,0.00
426474,0.00
10744200,0.00
13856131,0.00
11234700,0.00
14380433,0.00
6516116,0.00
10186133,0.00
11758999,0.00
11759000,0.00
10710433,0.00
5991848,0.00
11234731,0.00
12807599,0.00
224690,0.00
10186164,0.00
11759032,0.00
13331898,0.00
4943293,0.00
3370431,0.00
2846151,0.00
13856200,0.00
11234765,0.00
11234766,0.00
12807632,0.00
12807633,0.00
7027961,0.00
13331931,0.00
14904800,0.00
2846184,0.00
2846185,0.00
7040501,0.00
749048,0.00
4721166,0.00
15154431,0.00
14904831,0.00
5991936,0.00
10710533,0.00
7040518,0.00
2833665,0.00
12283400,0.00
5991945,0.00
13856266,0.00
5991952,0.00
3691140,0.00
6503683,0.00
3370520,0.00
10186266,0.00
11759133,0.00
14904866,0.00
4943396,0.00
12283432,0.00
224809,0.00
13856299,0.00
15429164,0.00
2846254,0.00
14105864,0.00
14380598,0.00
14380600,0.00
124852,0.00
10186298,0.00
1273403,0.00
11759165,0.00
11759166,0.00
2846271,0.00
13332033,0.00
7290123,0.00
13856332,0.00
15429200,0.00
11234898,0.00
14380633,0.00
5467739,0.00
11759199,0.00
11759200,0.00
13332065,0.00
749161,0.00
13856365,0.00
13856366,0.00
5992048,0.00
11234931,0.00
7040630,0.00
823914,0.00
5992063,0.00
11759232,0.00
13332099,0.00
14904964,0.00
13856398,0.00
13856399,0.00
13856400,0.00
15429266,0.00
11234965,0.00
2846358,0.00
12807833,0.00
11222298,0.00
11759264,0.00
11759265,0.00
11759266,0.00
13332131,0.00
3894952,0.00
10610631,0.00
224942,0.00
7040689,0.00
4943552,0.00
224963,0.00
10710731,0.00
1785122,0.00
649165,0.00
12283600,0.00
11235033,0.00
12807900,0.00
11746598,0.00
5992170,0.00
10710765,0.00
13856500,0.00
14380798,0.00
14380799,0.00
14380800,0.00
14905099,0.00
4419342,0.00
13856533,0.00
15429398,0.00
15429399,0.00
15429400,0.00
4419353,0.00
7040795,0.00
11235100,0.00
12807966,0.00
11759400,0.00
5992233,0.00
13332266,0.00
14905131,0.00
749356,0.00
10710833,0.00
13856564,0.00
1273653,0.00
1438660,0.00
4419391,0.00
14380864,0.00
5992258,0.00
5286572,0.00
1797957,0.00
13332299,0.00
14905166,0.00
10710864,0.00
10710866,0.00
12283731,0.00
11047566,0.00
13856599,0.00
13856600,0.00
15429465,0.00
13406864,0.00
10186600,0.00
11759466,0.00
2846573,0.00
14905198,0.00
1273722,0.00
749439,0.00
2322304,0.00
12808065,0.00
10186631,0.00
6516619,0.00
10710933,0.00
12283798,0.00
13856664,0.00
13856665,0.00
15429533,0.00
11235231,0.00
10186666,0.00
5979464,0.00
14905266,0.00
11460000,0.00
10710966,0.00
13856700,0.00
3895229,0.00
11235264,0.00
11235265,0.00
12808132,0.00
5468105,0.00
10186698,0.00
1798093,0.00
13332432,0.00
14905299,0.00
1798101,0.00
10710999,0.00
5157634,0.00
15429599,0.00
2322404,0.00
12808165,0.00
1273835,0.00
11759598,0.00
14905332,0.00
7041016,0.00
10711033,0.00
13856764,0.00
15429631,0.00
4419584,0.00
14113631,0.00
5992451,0.00
11235332,0.00
12808198,0.00
11659265,0.00
12808200,0.00
14381066,0.00
10186764,0.00
14905365,0.00
5992474,0.00
15429665,0.00
11235364,0.00
12808233,0.00
14381099,0.00
14381100,0.00
10186799,0.00
10186800,0.00
11759665,0.00
11759666,0.00
1757772,0.00
14905398,0.00
1273911,0.00
1273914,0.00
10711099,0.00
12283966,0.00
13856831,0.00
11235400,0.00
2846793,0.00
10186832,0.00
4943953,0.00
11759698,0.00
7041113,0.00
10711133,0.00
2322528,0.00
15429731,0.00
5419510,0.00
5468266,0.00
12808299,0.00
14381166,0.00
12358333,0.00
11759733,0.00
13332600,0.00
4943998,0.00
12284032,0.00
3095915,0.00
11235464,0.00
2608760,0.00
11235466,0.00
12808332,0.00
14381199,0.00
6516881,0.00
13332632,0.00
1274009,0.00
4843395,0.00
7041181,0.00
3371167,0.00
12284065,0.00
14280731,0.00
13856933,0.00
12808366,0.00
11759800,0.00
14905531,0.00
13851766,0.00
6516932,0.00
5992645,0.00
15429832,0.00
12808399,0.00
5992656,0.00
6516954,0.00
11834064,0.00
4944098,0.00
12284132,0.00
4302197,0.00
15429864,0.00
15429866,0.00
11235566,0.00
12808431,0.00
7041266,0.00
2322675,0.00
5468406,0.00
4944120,0.00
11759865,0.00
749821,0.00
1798398,0.00
14905600,0.00
5992709,0.00
12795265,0.00
5992712,0.00
15429900,0.00
11235598,0.00
12808464,0.00
14381331,0.00
4756185,0.00
11759898,0.00
13332765,0.00
4476780,0.00
13857066,0.00
10187065,0.00
11759931,0.00
11759933,0.00
5992766,0.00
14905664,0.00
10711365,0.00
13857100,0.00
4944207,0.00
10187099,0.00
13332831,0.00
5468512,0.00
3622285,0.00
1798514,0.00
4581531,0.00
10187131,0.00
3358101,0.00
225667,0.00
749956,0.00
14340599,0.00
1798538,0.00
13857164,0.00
1798544,0.00
14381464,0.00
11047665,0.00
1404162,0.00
14480265,0.00
3895730,0.00
4944307,0.00
3008585,0.00
14381499,0.00
10187200,0.00
12008864,0.00
5468610,0.00
1274308,0.00
1798597,0.00
14193399,0.00
2847187,0.00
5468631,0.00
7041496,0.00
4420057,0.00
3371484,0.00
14381533,0.00
4420063,0.00
2322914,0.00
14905831,0.00
7041512,0.00
10711531,0.00
12970066,0.00
1798641,0.00
2847222,0.00
11235831,0.00
4420088,0.00
3371515,0.00
14381564,0.00
10187264,0.00
14905865,0.00
14905866,0.00
225803,0.00
10711564,0.00
12284433,0.00
13857298,0.00
2134787,0.00
3150921,0.00
12808733,0.00
10187299,0.00
11760164,0.00
14905898,0.00
4944428,0.00
10711598,0.00
5468724,0.00
15430198,0.00
6517305,0.00
6517307,0.00
14381631,0.00
7041600,0.00
7041601,0.00
10187333,0.00
11760198,0.00
10711633,0.00
12284498,0.00
1173603,0.00
12284500,0.00
2323029,0.00
3895895,0.00
15430233,0.00
4420187,0.00
12808798,0.00
6940773,0.00
1798760,0.00
4944489,0.00
13333098,0.00
3371627,0.00
3895919,0.00
10711666,0.00
4944501,0.00
7041655,0.00
1499398,0.00
5993092,0.00
750213,0.00
10187398,0.00
10187399,0.00
11760265,0.00
14905999,0.00
6766019,0.00
13857431,0.00
15430299,0.00
15430300,0.00
5993118,0.00
11760298,0.00
11760300,0.00
10711732,0.00
12970100,0.00
3371711,0.00
11236032,0.00
2920477,0.00
6241739,0.00
10187465,0.00
998861,0.00
1798865,0.00
1798868,0.00
10711766,0.00
12284632,0.00
6916449,0.00
1798880,0.00
14381798,0.00
6517482,0.00
1274603,0.00
1798895,0.00
13333233,0.00
7041780,0.00
4944630,0.00
3371769,0.00
6517498,0.00
5993215,0.00
12808965,0.00
13333266,0.00
5468947,0.00
6329134,0.00
12284699,0.00
15430432,0.00
11236132,0.00
2847528,0.00
14381865,0.00
6517551,0.00
4635042,0.00
1798969,0.00
3371835,0.00
13857599,0.00
750403,0.00
7252633,0.00
14805132,0.00
10187598,0.00
10187599,0.00
13333331,0.00
7041877,0.00
4944731,0.00
15430499,0.00
5993319,0.00
12809066,0.00
10187632,0.00
10187633,0.00
750451,0.00
2323319,0.00
10711932,0.00
6517629,0.00
13857664,0.00
15430533,0.00
11572033,0.00
11236232,0.00
11236233,0.00
7041936,0.00
13333398,0.00
2222233,0.00
3371929,0.00
10307800,0.00
12284832,0.00
11746800,0.00
4944803,0.00
11236264,0.00
12809131,0.00
226222,0.00
2847665,0.00
14906299,0.00
10712000,0.00
12284865,0.00
13857733,0.00
15430599,0.00
5471913,0.00
11236298,0.00
4944844,0.00
14382033,0.00
10187731,0.00
10187732,0.00
10187733,0.00
11760598,0.00
11484665,0.00
14906331,0.00
12284898,0.00
12284900,0.00
13857765,0.00
13857766,0.00
3372008,0.00
226281,0.00
11760633,0.00
2319925,0.00
14906366,0.00
10261333,0.00
3372040,0.00
7042058,0.00
4144642,0.00
3372047,0.00
12809233,0.00
1799189,0.00
4420631,0.00
10712098,0.00
10712100,0.00
5244961,0.00
2746545,0.00
11236398,0.00
11236399,0.00
13101098,0.00
304884,0.00
7042104,0.00
10187833,0.00
226365,0.00
6678710,0.00
1799242,0.00
15430731,0.00
226381,0.00
2323536,0.00
4420697,0.00
11760733,0.00
14906465,0.00
2323559,0.00
12285032,0.00
5993580,0.00
4420728,0.00
3183466,0.00
13333631,0.00
13333632,0.00
13494464,0.00
14906498,0.00
226435,0.00
5469322,0.00
4420747,0.00
5993616,0.00
12809365,0.00
14382232,0.00
14382233,0.00
7042202,0.00
13333666,0.00
5979676,0.00
4420782,0.00
3896506,0.00
12769399,0.00
6517949,0.00
13333698,0.00
10712266,0.00
182123,0.00
13857999,0.00
2847957,0.00
3372246,0.00
1799384,0.00
12809433,0.00
11760865,0.00
11760866,0.00
226534,0.00
226536,0.00
14193532,0.00
11145799,0.00
4945131,0.00
1799404,0.00
12285165,0.00
5469424,0.00
13858033,0.00
3896567,0.00
12809464,0.00
1799425,0.00
13333765,0.00
14906633,0.00
10712332,0.00
10712333,0.00
12285199,0.00
13858065,0.00
5469460,0.00
4420886,0.00
3372312,0.00
11236633,0.00
2848026,0.00
2323746,0.00
11760931,0.00
13333798,0.00
13333799,0.00
2323754,0.00
10712366,0.00
750901,0.00
12809531,0.00
10188098,0.00
11760964,0.00
7042375,0.00
11309964,0.00
6678754,0.00
10712398,0.00
12285264,0.00
736824,0.00
226646,0.00
7290425,0.00
15067364,0.00
11236699,0.00
12809564,0.00
14382432,0.00
1275234,0.00
1086353,0.00
11761000,0.00
14906732,0.00
6763825,0.00
226673,0.00
12285300,0.00
4406846,0.00
13858166,0.00
11236732,0.00
14382466,0.00
10188164,0.00
5279889,0.00
11761033,0.00
13333899,0.00
13333900,0.00
5368045,0.00
13858200,0.00
3372442,0.00
4421020,0.00
11236765,0.00
14382499,0.00
4421029,0.00
11761065,0.00
11761066,0.00
10712498,0.00
2746611,0.00
12285364,0.00
226742,0.00
2848183,0.00
5469624,0.00
13858233,0.00
15431098,0.00
5469627,0.00
15431100,0.00
1799614,0.00
12809664,0.00
13581899,0.00
14382532,0.00
4406861,0.00
10712532,0.00
4945366,0.00
2323927,0.00
13858264,0.00
13858266,0.00
11236831,0.00
2323936,0.00
2848227,0.00
2323946,0.00
3499168,0.00
11761133,0.00
13333998,0.00
6518259,0.00
7042558,0.00
12809731,0.00
1799685,0.00
10188299,0.00
10712599,0.00
12285464,0.00
7042591,0.00
1799713,0.00
14382632,0.00
2848297,0.00
5994026,0.00
3372591,0.00
1275448,0.00
1799738,0.00
4931167,0.00
15431231,0.00
12809798,0.00
12809799,0.00
226889,0.00
4945485,0.00
11047864,0.00
13334098,0.00
2324051,0.00
1799765,0.00
3372630,0.00
10712664,0.00
10712665,0.00
11512431,0.00
12285533,0.00
13858398,0.00
10831566,0.00
4945509,0.00
12809832,0.00
299964,0.00
4945515,0.00
4945518,0.00
6518385,0.00
13334132,0.00
1799797,0.00
5469818,0.00
4945534,0.00
13858433,0.00
11236999,0.00
2324106,0.00
4945550,0.00
13334164,0.00
226970,0.00
13858464,0.00
11237032,0.00
11237033,0.00
12809898,0.00
12809900,0.00
13334198,0.00
7042744,0.00
227002,0.00
1799868,0.00
7290485,0.00
13858498,0.00
4945603,0.00
15431366,0.00
12809931,0.00
14382798,0.00
13319800,0.00
5994208,0.00
12285665,0.00
13858532,0.00
13494566,0.00
15431400,0.00
11237098,0.00
4945645,0.00
14382832,0.00
7042801,0.00
562131,0.00
10188532,0.00
11761398,0.00
11761399,0.00
1799933,0.00
10712833,0.00
5630251,0.00
13858564,0.00
15431431,0.00
15431432,0.00
15431433,0.00
1694935,0.00
14382864,0.00
11761431,0.00
13334300,0.00
14630533,0.00
3897120,0.00
4945699,0.00
15431465,0.00
2324270,0.00
4945712,0.00
14382898,0.00
10188599,0.00
14193631,0.00
13334333,0.00
227134,0.00
1275711,0.00
10712899,0.00
5470022,0.00
13858633,0.00
15431498,0.00
7042895,0.00
11237200,0.00
1275731,0.00
5470044,0.00
4319546,0.00
2324318,0.00
4421477,0.00
2848614,0.00
12285800,0.00
15431531,0.00
15431532,0.00
7290514,0.00
12810098,0.00
12810100,0.00
2324341,0.00
3897209,0.00
4421499,0.00
13334398,0.00
14907266,0.00
10712964,0.00
10712965,0.00
3372938,0.00
13858699,0.00
15431564,0.00
12810131,0.00
14382998,0.00
10188700,0.00
12285864,0.00
13858732,0.00
1275822,0.00
15431599,0.00
5994424,0.00
10188731,0.00
1610741,0.00
3358369,0.00
5454489,0.00
5994441,0.00
12285900,0.00
999075,0.00
4945884,0.00
10188765,0.00
13844133,0.00
5994469,0.00
15099164,0.00
3373036,0.00
11047933,0.00
227315,0.00
5470198,0.00
12620799,0.00
5994498,0.00
5035497,0.00
4421636,0.00
6518794,0.00
12285964,0.00
1800207,0.00
2324504,0.00
10188831,0.00
11761700,0.00
13334566,0.00
10713131,0.00
11337866,0.00
15405599,0.00
7043138,0.00
11761731,0.00
3897412,0.00
11761733,0.00
227407,0.00
13858898,0.00
2324565,0.00
4669113,0.00
5994584,0.00
5681449,0.00
14383199,0.00
227430,0.00
15431798,0.00
15431799,0.00
15431800,0.00
11237499,0.00
5470332,0.00
4808546,0.00
4421765,0.00
13334664,0.00
227467,0.00
14907532,0.00
10713233,0.00
6766275,0.00
7008265,0.00
3373205,0.00
13858966,0.00
7043224,0.00
3795311,0.00
4494362,0.00
13844165,0.00
10188964,0.00
10188965,0.00
5470375,0.00
14907566,0.00
14018931,0.00
12286133,0.00
2324664,0.00
15431865,0.00
4421820,0.00
4421822,0.00
14018933,0.00
12810433,0.00
14383298,0.00
10436299,0.00
10188998,0.00
751815,0.00
7043281,0.00
11083833,0.00
12286165,0.00
13859032,0.00
14672365,0.00
11237598,0.00
12810464,0.00
12810466,0.00
14383332,0.00
3897578,0.00
11761899,0.00
13334766,0.00
3533181,0.00
5994737,0.00
14061333,0.00
10713333,0.00
13859064,0.00
4421882,0.00
2849023,0.00
37931,0.00
5979863,0.00
3897616,0.00
15353232,0.00
3897620,0.00
6519063,0.00
5470496,0.00
1800481,0.00
12810532,0.00
12810533,0.00
2940537,0.00
1785564,0.00
11761965,0.00
4946223,0.00
227632,0.00
10713398,0.00
10713400,0.00
12286265,0.00
2849082,0.00
15432000,0.00
11237699,0.00
11237700,0.00
14383433,0.00
2849099,0.00
12883000,0.00
14907731,0.00
14907732,0.00
3373397,0.00
10713431,0.00
12286300,0.00
4946271,0.00
4946273,0.00
125330,0.00
2849139,0.00
2659390,0.00
14630633,0.00
10713464,0.00
12286331,0.00
13859198,0.00
15432066,0.00
1276293,0.00
1436055,0.00
10189198,0.00
11762065,0.00
13334931,0.00
4422040,0.00
10713499,0.00
12286364,0.00
13859233,0.00
14383533,0.00
10189231,0.00
3373494,0.00
6519229,0.00
752065,0.00
6344868,0.00
12786900,0.00
12810698,0.00
15329698,0.00
11762132,0.00
10713565,0.00
15432165,0.00
11237864,0.00
5994985,0.00
11237866,0.00
14383599,0.00
5994993,0.00
7043585,0.00
3307164,0.00
13859331,0.00
7043592,0.00
14383631,0.00
10189331,0.00
11762198,0.00
11762199,0.00
13335066,0.00
14907932,0.00
10713632,0.00
10873264,0.00
3897890,0.00
12286499,0.00
4422184,0.00
1800745,0.00
11237931,0.00
752172,0.00
2325039,0.00
12810800,0.00
14383665,0.00
10189365,0.00
11762232,0.00
1800762,0.00
10261599,0.00
14907966,0.00
10713664,0.00
10713665,0.00
1800780,0.00
2849360,0.00
14383700,0.00
10189398,0.00
13335131,0.00
14907998,0.00
14908000,0.00
10713698,0.00
5470826,0.00
15432299,0.00
15432300,0.00
13582099,0.00
227956,0.00
6678974,0.00
227958,0.00
11762298,0.00
13335165,0.00
14908031,0.00
6519425,0.00
10713733,0.00
2573929,0.00
1276555,0.00
6519437,0.00
4946576,0.00
4946582,0.00
10189465,0.00
1276575,0.00
6519462,0.00
3373735,0.00
11238065,0.00
2572062,0.00
14383798,0.00
228025,0.00
4422333,0.00
4946622,0.00
5995199,0.00
13335232,0.00
13335233,0.00
10713799,0.00
12286664,0.00
12286665,0.00
1631195,0.00
38008,0.00
12810965,0.00
2849494,0.00
2325207,0.00
11762400,0.00
1800930,0.00
1276645,0.00
10713833,0.00
12286698,0.00
2849515,0.00
13859564,0.00
15432431,0.00
12810999,0.00
14383864,0.00
5106132,0.00
567157,0.00
11762431,0.00
11279366,0.00
5470987,0.00
15432465,0.00
11238165,0.00
12811031,0.00
12811032,0.00
11834500,0.00
14383898,0.00
14383900,0.00
2325287,0.00
5995316,0.00
3898174,0.00
10189631,0.00
10189632,0.00
6519617,0.00
3373890,0.00
1801037,0.00
12286799,0.00
13859666,0.00
10174265,0.00
228187,0.00
5995360,0.00
10189665,0.00
5471076,0.00
752500,0.00
752506,0.00
2849660,0.00
4844010,0.00
14384000,0.00
12821831,0.00
10189700,0.00
11762566,0.00
14908298,0.00
10713998,0.00
5471119,0.00
4422548,0.00
11310233,0.00
11238298,0.00
12096666,0.00
13904233,0.00
5471138,0.00
11762600,0.00
12752000,0.00
5995435,0.00
13859764,0.00
11238332,0.00
11238333,0.00
228286,0.00
12811199,0.00
14384065,0.00
228290,0.00
10189764,0.00
10189766,0.00
11762633,0.00
7044048,0.00
10714065,0.00
13859800,0.00
11048100,0.00
11739433,0.00
12811233,0.00
228326,0.00
13335532,0.00
13335533,0.00
6519791,0.00
12286964,0.00
1276920,0.00
13859833,0.00
2325501,0.00
2834262,0.00
10189832,0.00
13335565,0.00
13335566,0.00
752658,0.00
4844035,0.00
228375,0.00
15432732,0.00
12358832,0.00
6519844,0.00
11762732,0.00
11762733,0.00
13335598,0.00
228400,0.00
3374129,0.00
12997232,0.00
13931699,0.00
12287031,0.00
13859899,0.00
15432765,0.00
5995585,0.00
12811331,0.00
12811332,0.00
12811333,0.00
1801288,0.00
10189898,0.00
10189899,0.00
1801299,0.00
228439,0.00
13859932,0.00
3708090,0.00
13494800,0.00
4947043,0.00
5995626,0.00
2325619,0.00
228473,0.00
5995643,0.00
15432831,0.00
15432833,0.00
14384266,0.00
12446231,0.00
10189964,0.00
2849938,0.00
6519956,0.00
5471383,0.00
752793,0.00
1801372,0.00
12287133,0.00
2849951,0.00
12811433,0.00
6362351,0.00
10190000,0.00
11222899,0.00
13335732,0.00
14908600,0.00
12298099,0.00
12287165,0.00
13860031,0.00
13860032,0.00
13860033,0.00
2325701,0.00
11238599,0.00
14980300,0.00
475000,0.00
6520018,0.00
11762899,0.00
11762900,0.00
13335765,0.00
5995738,0.00
15432931,0.00
11238632,0.00
10174332,0.00
2850027,0.00
4407165,0.00
4422897,0.00
4422905,0.00
3374331,0.00
10714365,0.00
12533632,0.00
13860100,0.00
15423098,0.00
5995783,0.00
5995788,0.00
5471501,0.00
14384398,0.00
752916,0.00
13335831,0.00
13335832,0.00
6520094,0.00
10714399,0.00
15432998,0.00
228648,0.00
11762998,0.00
10714432,0.00
12287299,0.00
12287300,0.00
2850122,0.00
11238732,0.00
4947279,0.00
2602760,0.00
2135268,0.00
4931471,0.00
7044444,0.00
10714466,0.00
7044454,0.00
6416956,0.00
753003,0.00
11238764,0.00
2325870,0.00
12811631,0.00
10190200,0.00
13335931,0.00
14908799,0.00
4947331,0.00
3898766,0.00
14384531,0.00
2325910,0.00
10190232,0.00
11763098,0.00
11763099,0.00
13335964,0.00
7044515,0.00
10714533,0.00
12287399,0.00
12287400,0.00
228779,0.00
4423084,0.00
4423089,0.00
14384564,0.00
5995960,0.00
11763131,0.00
5471680,0.00
2451750,0.00
10714564,0.00
4423109,0.00
12287432,0.00
1277389,0.00
11238864,0.00
7044564,0.00
12811733,0.00
14384600,0.00
14106532,0.00
5471708,0.00
14078833,0.00
10523899,0.00
6154833,0.00
12287466,0.00
2326000,0.00
11238899,0.00
12811764,0.00
5471735,0.00
228856,0.00
10190331,0.00
7044606,0.00
4854839,0.00
1801733,0.00
10714631,0.00
13860365,0.00
3377895,0.00
4947473,0.00
12811800,0.00
6520346,0.00
11763231,0.00
13232731,0.00
14908965,0.00
14908966,0.00
475057,0.00
11048199,0.00
753198,0.00
14384700,0.00
3898941,0.00
10190399,0.00
3898946,0.00
6520392,0.00
1873164,0.00
2850379,0.00
12287564,0.00
228943,0.00
12009400,0.00
4423250,0.00
4947539,0.00
15433300,0.00
11238998,0.00
11239000,0.00
10190433,0.00
11763298,0.00
14909032,0.00
14543464,0.00
14497832,0.00
11239033,0.00
14384766,0.00
11763332,0.00
13336198,0.00
13336199,0.00
14909066,0.00
1277581,0.00
3899022,0.00
753305,0.00
11239066,0.00
14384798,0.00
14384799,0.00
3374753,0.00
13336231,0.00
6520491,0.00
3374764,0.00
10714798,0.00
753330,0.00
2326195,0.00
6591774,0.00
15433400,0.00
11861664,0.00
12811965,0.00
14384832,0.00
1785803,0.00
10190532,0.00
12883233,0.00
13336265,0.00
12271565,0.00
15242531,0.00
15433433,0.00
12811999,0.00
15248533,0.00
10190564,0.00
10190566,0.00
11763431,0.00
11763432,0.00
13336300,0.00
2047954,0.00
5471982,0.00
10714864,0.00
5717971,0.00
15318366,0.00
5471999,0.00
4947714,0.00
10190599,0.00
7044874,0.00
5996300,0.00
14909198,0.00
4947727,0.00
5996307,0.00
5996308,0.00
14980398,0.00
2310105,0.00
13860633,0.00
753443,0.00
2850598,0.00
10190632,0.00
5996329,0.00
5891004,0.00
13336364,0.00
932909,0.00
4423470,0.00
5472050,0.00
10714931,0.00
10714932,0.00
12812099,0.00
229196,0.00
10960866,0.00
12071166,0.00
13860699,0.00
4931557,0.00
3374944,0.00
4423523,0.00
14384999,0.00
753516,0.00
7044976,0.00
13336433,0.00
14909298,0.00
10714999,0.00
13293233,0.00
12812164,0.00
12812165,0.00
12812166,0.00
12096833,0.00
14385032,0.00
14385033,0.00
10190732,0.00
11763599,0.00
13336466,0.00
5472148,0.00
6520725,0.00
13860765,0.00
6520735,0.00
15433632,0.00
1277857,0.00
11227000,0.00
10190764,0.00
10190765,0.00
11763631,0.00
15265998,0.00
4423603,0.00
4423604,0.00
2850741,0.00
14909366,0.00
1439198,0.00
13860800,0.00
15433666,0.00
14385098,0.00
1802187,0.00
10190800,0.00
3899345,0.00
1277907,0.00
753622,0.00
12009466,0.00
229342,0.00
5996513,0.00
4423651,0.00
3375078,0.00
11239399,0.00
14385131,0.00
1277932,0.00
10190831,0.00
13336564,0.00
3620862,0.00
985290,0.00
999423,0.00
12287998,0.00
13860866,0.00
15433731,0.00
300374,0.00
5402185,0.00
13757100,0.00
12812299,0.00
14385164,0.00
753677,0.00
1277966,0.00
4947994,0.00
10715165,0.00
15433764,0.00
2326568,0.00
1277995,0.00
12812332,0.00
14385199,0.00
10190899,0.00
4948022,0.00
13336632,0.00
10715198,0.00
3899464,0.00
2326604,0.00
7116130,0.00
12629833,0.00
14385231,0.00
3899477,0.00
11763799,0.00
13336664,0.00
10715231,0.00
10715233,0.00
13860964,0.00
13860965,0.00
1278056,0.00
11239531,0.00
11239533,0.00
12812398,0.00
229491,0.00
10190964,0.00
5996664,0.00
11763833,0.00
14909564,0.00
753789,0.00
10715264,0.00
12621164,0.00
6781378,0.00
5996691,0.00
12769500,0.00
4948120,0.00
13336731,0.00
4423836,0.00
2326686,0.00
1278120,0.00
4669468,0.00
15433899,0.00
11239598,0.00
4948144,0.00
12812465,0.00
4948149,0.00
7045303,0.00
4423864,0.00
7045308,0.00
13336766,0.00
14909633,0.00
10715332,0.00
7045319,0.00
13861064,0.00
15433931,0.00
15433933,0.00
15298200,0.00
11239631,0.00
11239632,0.00
753873,0.00
12812500,0.00
10191064,0.00
1802458,0.00
11763933,0.00
13336798,0.00
2851040,0.00
2326753,0.00
10715366,0.00
11408565,0.00
4948205,0.00
1802480,0.00
3899633,0.00
6521074,0.00
13590033,0.00
14385398,0.00
14385399,0.00
2851066,0.00
2851068,0.00
4423933,0.00
13048833,0.00
229641,0.00
11310466,0.00
229648,0.00
14385431,0.00
1611140,0.00
10191131,0.00
11763998,0.00
1802530,0.00
6521128,0.00
753962,0.00
13861164,0.00
3899694,0.00
15434032,0.00
14385464,0.00
5455924,0.00
5472581,0.00
1278278,0.00
2326858,0.00
2851148,0.00
11834765,0.00
15434064,0.00
11239764,0.00
2851157,0.00
12812631,0.00
14385500,0.00
4424029,0.00
3899745,0.00
11764066,0.00
4057830,0.00
14909798,0.00
6766652,0.00
15434100,0.00
300436,0.00
4948353,0.00
1802626,0.00
2851203,0.00
13336964,0.00
1802630,0.00
217148,0.00
1278360,0.00
14385566,0.00
14078865,0.00
10191265,0.00
11764131,0.00
13336998,0.00
13336999,0.00
1278376,0.00
10715565,0.00
15434166,0.00
11239866,0.00
1802684,0.00
1960693,0.00
4581670,0.00
11764164,0.00
14909898,0.00
12708599,0.00
10715598,0.00
2572365,0.00
12288464,0.00
13861332,0.00
12812764,0.00
5472736,0.00
14385633,0.00
4948454,0.00
11764199,0.00
3899881,0.00
14909931,0.00
2747133,0.00
12288499,0.00
4320000,0.00
10150800,0.00
10191365,0.00
3096663,0.00
1802765,0.00
229902,0.00
7116205,0.00
12288533,0.00
13861399,0.00
1802777,0.00
11239965,0.00
12812831,0.00
2851360,0.00
10191398,0.00
14910000,0.00
5892872,0.00
10715699,0.00
10715700,0.00
12288565,0.00
754230,0.00
13861431,0.00
5472824,0.00
1802811,0.00
1802822,0.00
10191431,0.00
10191432,0.00
14910031,0.00
14910032,0.00
14910033,0.00
12970766,0.00
1802838,0.00
2572388,0.00
15434332,0.00
11240031,0.00
11240033,0.00
5997158,0.00
4424295,0.00
10191464,0.00
10191466,0.00
11764332,0.00
3375725,0.00
14910066,0.00
6521459,0.00
4581676,0.00
2851448,0.00
15434365,0.00
15451833,0.00
1278601,0.00
10191498,0.00
10191499,0.00
2327183,0.00
13337233,0.00
3375764,0.00
6521495,0.00
12288665,0.00
5472925,0.00
2851488,0.00
11240098,0.00
12812966,0.00
14385831,0.00
754353,0.00
3375794,0.00
1278647,0.00
11485300,0.00
15434433,0.00
230082,0.00
230083,0.00
14385864,0.00
5997260,0.00
11764431,0.00
10168265,0.00
14910166,0.00
3375834,0.00
14166166,0.00
12813032,0.00
12813033,0.00
5997290,0.00
4424427,0.00
193570,0.00
7045872,0.00
1802995,0.00
4424436,0.00
12009598,0.00
5473017,0.00
230138,0.00
12288764,0.00
13861632,0.00
2851587,0.00
1278727,0.00
11240200,0.00
230157,0.00
10191631,0.00
3375890,0.00
11764500,0.00
14368900,0.00
10715932,0.00
15434531,0.00
11240233,0.00
12813098,0.00
1142440,0.00
10191664,0.00
5997362,0.00
11764531,0.00
11764533,0.00
5997367,0.00
14910264,0.00
14718431,0.00
2327357,0.00
10715966,0.00
12288831,0.00
12288832,0.00
3970528,0.00
13861699,0.00
13861700,0.00
11135798,0.00
15434566,0.00
5997383,0.00
7045960,0.00
